ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX	RATLIFF_COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	STRICTID	LOOSEID	ALIGNMENT	STRUCTURE	CROSSIDS	AUTOCOGID	MORPHEMES	SPLITID	LUMPID	SALIENTID
936	Jiongnai-435_eight-1	Hmongic	EIGHT	eight	八	Jiongnai	Jiongnai	jion1236	j e ¹²	1705	649	阳入	¹²	JiongnaiBunu	j e ⁸/²⁴	0	3170	6 7 8	AXT	JE2	4	4.J.C 4.E.V 4.2.T	1.6 3.0 1.0	je¹²	0	1292	396	219	j e ¹²	i n t	1292	398	EIGHT	2638	110	1292
937	Mien-435_eight-1	Mienic	EIGHT	eight	八	Mien	Mien	iumi1238	ɕ e t ²²	1705	649	阳入	²²	luMien	j a t ⁸/²⁴	0	3172	3 7 1 8	AXLT	SET1	6	6.S.C 6.E.V 6.T.c 6.1.T	1.6 3.0 1.1 1.0	ɕet²²	0	1291	397	218	ɕ e t ²²	i n c t	1291	397	EIGHT	2639	110	1291
938	KimMun-435_eight-1	Mienic	EIGHT	eight	八	KimMun	Kim Mun	kimm1245	ʑ e t ⁴²	1705	649	阴去.阳去.阴入.阳入	⁴²	KimMun	j e t ⁸/²⁴	0	3173	3 7 1 8	AXLT	SET3	5	5.S.C 5.E.V 5.T.c 5.3.T	1.6 3.0 1.1 1.0	ʑet⁴²	0	1291	397	218	ʑ e t ⁴²	i n c t	1291	397	EIGHT	2640	110	1291
939	BiaoMin-435_eight-1	Mienic	EIGHT	eight	八	BiaoMin	Biao Min	biao1254	ɕ ɛ t ²¹	1705	649	阳入	²¹	BiaoMon	h j ɛ n ⁸/²⁴	0	3174	3 7 1 8	AXLT	SET3	1	1.S.C 1.E.V 1.T.c 1.3.T	1.6 3.0 1.1 1.0	ɕɛt²¹	0	1291	397	218	ɕ ɛ t ²¹	i n c t	1291	397	EIGHT	2641	110	1291
940	ZaoMin-435_eight-1	Mienic	EIGHT	eight	八	ZaoMin	Zao Min	dzao1238	ʑ a t ²²	1705	649	阳去.阳入	²²	DzaoMin	dz j a t ⁸/²⁴	0	3175	3 7 1 8	AXLT	SAT1	13	13.S.C 13.A.V 13.T.c 13.1.T	1.6 3.0 1.1 1.0	ʑat²²	0	1291	397	218	ʑ a t ²²	i n c t	1291	397	EIGHT	2642	110	1291
941	WesternXiangxi-732_enterahouse-1	Hmongic	ENTER	enter (a house)	进（屋）	WesternXiangxi	Xiangxi, West	west2430	p ɔ ⁴²	749	123	0	⁴²	WesternXiangxiMiao	p ɔ ⁵	0	587	1 7 8	AXT	PU3	11	11.P.C 11.U.V 11.3.T	1.6 3.0 1.0	pɔ⁴²	0	1305	398	220	p - ɔ ⁴²	i n t	1305	399	ENTER	4096	111	1305
942	NorthernQiandong-732_enterahouse-1	Hmongic	ENTER	enter (a house)	进（屋）	NorthernQiandong	Qiandong, North	nort2747	p ə ¹³	749	123	阴入.*阴去.*阳去	¹³	NorthernQiandongMiao	p ə ⁶/¹³	0	586	1 7 8	AXT	PE2	7	7.P.C 7.E.V 7.2.T	1.6 3.0 1.0	pə¹³	0	1305	398	220	p - ə ¹³	i n t	1305	399	ENTER	4097	111	1305
943	WesternBaheng-732_enterahouse-1	Hmongic	ENTER	enter (a house)	进（屋）	WesternBaheng	Baheng, West	pahn1237	p u ⁴⁴	749	123	阳去	⁴⁴	PaHng	p ɯ ⁶/¹³	0	589	1 7 8	AXT	PY5	9	9.P.C 9.Y.V 9.5.T	1.6 3.0 1.0	pu⁴⁴	0	1305	398	220	p - u ⁴⁴	i n t	1305	399	ENTER	4098	111	1305
944	EasternBaheng-732_enterahouse-1	Hmongic	ENTER	enter (a house)	进（屋）	EasternBaheng	Baheng, East	pahn1237	p u ³¹	749	123	阳去.阳入	³¹	PaHng	p ɯ ⁶/¹³	0	589	1 7 8	AXT	PY3	2	2.P.C 2.Y.V 2.3.T	1.6 3.0 1.0	pu³¹	0	1305	398	220	p - u ³¹	i n t	1305	399	ENTER	4099	111	1305
945	Jiongnai-732_enterahouse-1	Hmongic	ENTER	enter (a house)	进（屋）	Jiongnai	Jiongnai	jion1236	p o ¹¹	749	123	阳去	¹¹	JiongnaiBunu	p ɔ ⁶/¹³	0	588	1 7 8	AXT	PU1	4	4.P.C 4.U.V 4.1.T	1.6 3.0 1.0	po¹¹	0	1305	398	220	p - o ¹¹	i n t	1305	399	ENTER	4100	111	1305
946	Mien-732_enterahouse-1	Mienic	ENTER	enter (a house)	进（屋）	Mien	Mien	iumi1238	p j e ²²	749	123	阳入	²²	luMien	p j a ⁸/²⁴	0	590	1 6 7 8	ACXT	PJE1	6	6.P.C 6.J.C 6.E.V 6.1.T	1.6 1.2 3.0 1.0	pje²²	0	1305	398	220	p j e ²²	i m n t	1305	399	ENTER	4101	111	1305
947	ZaoMin-732_enterahouse-1	Mienic	ENTER	enter (a house)	进（屋）	ZaoMin	Zao Min	dzao1238	p j a ²²	749	123	阳去.阳入	²²	DzaoMin	p j ɛ ⁸/²⁴	0	592	1 6 7 8	ACXT	PJA1	13	13.P.C 13.J.C 13.A.V 13.1.T	1.6 1.2 3.0 1.0	pja²²	0	1305	398	220	p j a ²²	i m n t	1305	399	ENTER	4103	111	1305
948	WhiteHmong-267_theeye-1	Hmongic	EYE	the eye		WhiteHmong	White Hmong	hmon1333	qʰ o ³⁴ + m u/w a ³¹	1248	80	阴上 阳平.阳上.阳去	³⁴ ³¹	HmongDaw	m u/w a ⁶/¹³	1	383	1 7 8 9 4 6 7 8	AXT_ACXT	KU2_MWA3	12	12.K.C 12.U.V 12.2.T 12._._ 12.M.C 12.W.C 12.A.V 12.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	qʰo³⁴+mu/wa³¹	0	1321 1313	399	221	qʰ o - ³⁴ + m u/w a - ³¹	i n t + i m n t	1321 1313	400	_eye EYE	63	112	1313
949	EasternLuobuohe-86_eye-1	Hmongic	EYE	eye	眼睛	EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + m a ²⁴	1248	80	轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	Luopohe	m a ᶜ/³	1	385	1 7 8 9 4 7 8	AXT_AXT	HA6_MA2	3	3.H.C 3.A.V 3.6.T 3._._ 3.M.C 3.A.V 3.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa⁰/²+ma²⁴	0	1316 1313	400	221	ʔ a ⁰/² + m - a - ²⁴	i n t + i n t	1316 1313	400	_eye EYE	797	112	1313
950	WesternLuobuohe-86_eye-1	Hmongic	EYE	eye	眼睛	WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + qʰ o ŋ ⁵⁵ + m a ³⁵	1248	80	轻声 阴上.阳上.*阴平.*阴上.*阳上 阴去.阳去.*阴去.*阳去	⁰/² ⁵⁵ ³⁵	Luopohe	m a ᶜ/³	2	385	1 7 8 9 1 7 4 8 9 4 7 8	AXT_AXLT_AXT	TE6_KUN5_MA2	10	10.T.C 10.E.V 10.6.T 10._._ 10.K.C 10.U.V 10.N.c 10.5.T 10._._ 10.M.C 10.A.V 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	tə⁰/²+qʰoŋ⁵⁵+ma³⁵	0	1320 1321 1313	401	221	t ə ⁰/² + qʰ o ŋ ⁵⁵ + m - a - ³⁵	i n t + i n c t + i n t	1320 1321 1313	400	_eye _eye EYE	798	112	1313
951	SouthernGuizhouChuanqiandian-86_eye-1	Hmongic	EYE	eye	眼睛	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	m o ŋ ¹³	1248	80	阳去.阴入.*阴去.*阳去	¹³	CentralMashanHmong	m o ŋ ⁶/¹³	0	384	4 7 4 8	AXLT	MUN2	8	8.M.C 8.U.V 8.N.c 8.2.T	1.6 3.0 1.1 1.0	moŋ¹³	0	1313	402	221	m - o ŋ ¹³	i n c t	1313	400	EYE	799	112	1313
952	WesternXiangxi-86_eye-1	Hmongic	EYE	eye	眼睛	WesternXiangxi	Xiangxi, West	west2430	l ə ⁴⁴ + q e ³⁵	1248	80	阴上.阴入.*阴平 阴平	⁴⁴ ³⁵	WesternXiangxiMiao	m e ⁶/¹³	0	382	5 7 8 9 1 7 8	AXT_AXT	LE5_KE2	11	11.L.C 11.E.V 11.5.T 11._._ 11.K.C 11.E.V 11.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	lə⁴⁴+qe³⁵	0	1315 1314	403	221	l ə ⁴⁴ + q e ³⁵	i n t + i n t	1315 1314	402	_eye EYE	800	112	1315
953	NorthernQiandong-86_eye-1	Hmongic	EYE	eye	眼睛	NorthernQiandong	Qiandong, North	nort2747	n̥ j u ³³ + m ɛ ¹³	1248	80	阴平.*阴平 阴入.*阴去.*阳去	³³ ¹³	NorthernQiandongMiao	m ɛ ⁶/¹³	1	381	4 6 7 8 9 4 7 8	ACXT_AXT	NJY4_ME2	7	7.N.C 7.J.C 7.Y.V 7.4.T 7._._ 7.M.C 7.E.V 7.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	n̥ju³³+mɛ¹³	0	1319 1313	404	221	n̥ j u ³³ + m - ɛ - ¹³	i m n t + i n t	1319 1313	400	_eye EYE	801	112	1313
954	WesternBaheng-86_eye-1	Hmongic	EYE	eye	眼睛	WesternBaheng	Baheng, West	pahn1237	q o ŋ ³⁵ + m ei ⁴⁴	1248	80	阴平 阳去	³⁵ ⁴⁴	PaHng	m ɪ̃ ⁶/¹³	1	387	1 7 4 8 9 4 7 8	AXLT_AXT	KUN2_ME5	9	9.K.C 9.U.V 9.N.c 9.2.T 9._._ 9.M.C 9.E.V 9.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	qoŋ³⁵+mei⁴⁴	0	1317 1313	405	221	q o ŋ ³⁵ + m - ei - ⁴⁴	i n c t + i n t	1317 1313	400	_eye EYE	802	112	1313
955	EasternBaheng-86_eye-1	Hmongic	EYE	eye	眼睛	EasternBaheng	Baheng, East	pahn1237	l a ⁰/³ + m e ³¹	1248	80	轻声 阳去.阳入	⁰/³ ³¹	PaHng	m ɪ̃ ⁶/¹³	1	387	5 7 8 9 4 7 8	AXT_AXT	LA6_ME3	2	2.L.C 2.A.V 2.6.T 2._._ 2.M.C 2.E.V 2.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	la⁰/³+me³¹	0	1315 1313	406	221	l a ⁰/³ + m - e - ³¹	i n t + i n t	1315 1313	400	_eye EYE	803	112	1313
956	Jiongnai-86_eye-1	Hmongic	EYE	eye	眼睛	Jiongnai	Jiongnai	jion1236	m ɒ ¹¹ + tʃ e n ⁴⁴	1248	80	阳去 阴平.*阴平	¹¹ ⁴⁴	JiongnaiBunu	m ɔ ⁶/¹³	0	386	4 7 8 9 1 7 4 8	AXT_AXLT	MO1_TEN5	4	4.M.C 4.O.V 4.1.T 4._._ 4.T.C 4.E.V 4.N.c 4.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	mɒ¹¹+tʃen⁴⁴	0	1313 1317	407	221	m - ɒ - ¹¹ + tʃ e n ⁴⁴	i n t + i n c t	1313 1317	400	EYE _eye	804	112	1313
957	Mien-86_eye-1	Mienic	EYE	eye	眼睛	Mien	Mien	iumi1238	m */ə m̩/m ³¹ + ts i ŋ ³³	1248	80	阳平 阴平	³¹ ³³	luMien	m w ei ⁶/¹³	0	388	4 7 4 8 9 2 7 4 8	AXLT_AXLT	MEM3_CIN4	6	6.M.C 6.E.V 6.M.c 6.3.T 6._._ 6.C.C 6.I.V 6.N.c 6.4.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	m*/əm̩/m³¹+tsiŋ³³	0	1313 1317	407	221	m - */ə m̩/m ³¹ + ts i ŋ ³³	i n c t + i n c t	1313 1317	400	EYE _eye	805	112	1313
958	KimMun-86_eye-1	Mienic	EYE	eye	眼睛	KimMun	Kim Mun	kimm1245	ŋ w ei ⁴²	1248	80	阴去.阳去.阴入.阳入	⁴²	KimMun	ŋ w ei ⁶/¹³	0	389	4 6 7 8	ACXT	NWE3	5	5.N.C 5.W.C 5.E.V 5.3.T	1.6 1.2 3.0 1.0	ŋwei⁴²	0	1318	408	222	ŋ w ei ⁴²	i m n t	1318	406	EYE	806	112	1318
959	BiaoMin-86_eye-1	Mienic	EYE	eye	眼睛	BiaoMin	Biao Min	biao1254	m i ⁴² + tɕ ɛ ³³	1248	80	阳上.阳去 阴平.*阴平	⁴² ³³	BiaoMon	m i ⁶/¹³	0	390	4 7 8 9 2 7 8	AXT_AXT	MI3_CE4	1	1.M.C 1.I.V 1.3.T 1._._ 1.C.C 1.E.V 1.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	mi⁴²+tɕɛ³³	0	1313 1314	409	221	m - i - ⁴² + tɕ ɛ ³³	i n t + i n t	1313 1314	400	EYE _eye	807	112	1313
960	ZaoMin-86_eye-1	Mienic	EYE	eye	眼睛	ZaoMin	Zao Min	dzao1238	m ai ⁵³ + t e ŋ ⁴⁴	1248	80	阳平.*阴去.*阳去 阴平.阳上.阴入.*阴平	⁵³ ⁴⁴	DzaoMin	m ai ²	0	391	4 7 8 9 1 7 4 8	AXT_AXLT	MA3_TEN5	13	13.M.C 13.A.V 13.3.T 13._._ 13.T.C 13.E.V 13.N.c 13.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	mai⁵³+teŋ⁴⁴	0	1313 1317	407	221	m - ai - ⁵³ + t e ŋ ⁴⁴	i n t + i n c t	1313 1317	400	EYE _eye	808	112	1313
961	SouthernGuizhouChuanqiandian-89_face-1	Hmongic	FACE	face	脸	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p ɯ ¹¹	1560	33	阳上	¹¹	CentralMashanHmong	p ɯ ⁴	0	168	1 7 8	AXT	PI1	8	8.P.C 8.I.V 8.1.T	1.6 3.0 1.0	pɯ¹¹	0	1340	410	224	p ɯ ¹¹	i n t	1340	410	FACE	835	113	1340
962	Mien-89_face-1	Mienic	FACE	face	脸	Mien	Mien	iumi1238	m̥ j e n ³³	1560	75	阴平	³³	luMien	m j e n ¹	0	351	4 6 7 4 8	ACXLT	MJEN4	6	6.M.C 6.J.C 6.E.V 6.N.c 6.4.T	1.6 1.2 3.0 1.1 1.0	m̥jen³³	0	1339	411	223	m̥ j e n ³³	i m n c t	1339	409	FACE	841	113	1339
963	KimMun-89_face-1	Mienic	FACE	face	脸	KimMun	Kim Mun	kimm1245	m j i n ¹¹	1560	75	阴平.阳平.阴入.阳入	¹¹	KimMun	m i n ¹’/¹	0	352	4 6 7 4 8	ACXLT	MJIN1	5	5.M.C 5.J.C 5.I.V 5.N.c 5.1.T	1.6 1.2 3.0 1.1 1.0	mjin¹¹	0	1339	411	223	m j i n ¹¹	i m n c t	1339	409	FACE	842	113	1339
964	BiaoMin-89_face-1	Mienic	FACE	face	脸	BiaoMin	Biao Min	biao1254	m̥ i n ³³	1560	75	阴平.*阴平	³³	BiaoMon	m̥ i n ¹	0	353	4 7 4 8	AXLT	MIN4	1	1.M.C 1.I.V 1.N.c 1.4.T	1.6 3.0 1.1 1.0	m̥in³³	0	1339	411	223	m̥ - i n ³³	i n c t	1339	409	FACE	843	113	1339
965	ZaoMin-89_face-1	Mienic	FACE	face	脸	ZaoMin	Zao Min	dzao1238	m e n ⁴⁴	1560	75	阴平.阳上.阴入.*阴平	⁴⁴	DzaoMin	m ɛ n ¹	0	354	4 7 4 8	AXLT	MEN5	13	13.M.C 13.E.V 13.N.c 13.5.T	1.6 3.0 1.1 1.0	men⁴⁴	0	1339	411	223	m - e n ⁴⁴	i n c t	1339	409	FACE	844	113	1339
966	EasternLuobuohe-122_excrement-1	Hmongic	FAECES (EXCREMENT)	excrement	屎	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + q a ⁵⁵	675	763	轻声 阴上.阳上.*阴上.*阳上	⁰/⁵ ⁵⁵	Luopohe	q a ᴮ/²	1	3684	1 7 8 9 1 7 8	AXT_AXT	KU6_KA5	3	3.K.C 3.U.V 3.6.T 3._._ 3.K.C 3.A.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo⁰/⁵+qa⁵⁵	0	1346 1345	412	225	q o ⁰/⁵ + q a ⁵⁵	i n t + i n t	1346 1345	411	_faeces FAECES	1099	114	1345
967	WesternLuobuohe-122_excrement-1	Hmongic	FAECES (EXCREMENT)	excrement	屎	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + q ɑ ⁵⁵	675	763	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	Luopohe	q a ᴮ/²	1	3684	1 7 8 9 1 7 8	AXT_AXT	HE6_KA5	10	10.H.C 10.E.V 10.6.T 10._._ 10.K.C 10.A.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+qɑ⁵⁵	0	1349 1345	413	225	ʔ ə ⁰/² + q ɑ ⁵⁵	i n t + i n t	1349 1345	411	_faeces FAECES	1100	114	1345
968	SouthernGuizhouChuanqiandian-122_excrement-1	Hmongic	FAECES (EXCREMENT)	excrement	屎	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	h a ⁴²	675	763	阴上.*阴上.*阳上	⁴²	CentralMashanHmong	h a ³ᵃ/³	0	3683	3 7 8	AXT	HA3	8	8.H.C 8.A.V 8.3.T	1.6 3.0 1.0	ha⁴²	0	1348	414	227	h a ⁴²	i n t	1348	414	FAECES	1101	114	1348
969	WesternXiangxi-122_excrement-1	Hmongic	FAECES (EXCREMENT)	excrement	屎	WesternXiangxi	Xiangxi, West	west2430	q ɑ ⁴⁴	675	763	阴上.阴入.*阴平	⁴⁴	WesternXiangxiMiao	q ɑ ³	0	3681	1 7 8	AXT	KA5	11	11.K.C 11.A.V 11.5.T	1.6 3.0 1.0	qɑ⁴⁴	1	1345	415	225	q ɑ ⁴⁴	i n t	1345	411	FAECES	1102	114	1345
970	NorthernQiandong-122_excrement-1	Hmongic	FAECES (EXCREMENT)	excrement	屎	NorthernQiandong	Qiandong, North	nort2747	q a ³⁵	675	763	阴上	³⁵	NorthernQiandongMiao	q a ³	0	3680	1 7 8	AXT	KA2	7	7.K.C 7.A.V 7.2.T	1.6 3.0 1.0	qa³⁵	0	1345	415	225	q a ³⁵	i n t	1345	411	FAECES	1103	114	1345
971	WesternBaheng-122_excrement-1	Hmongic	FAECES (EXCREMENT)	excrement	屎	WesternBaheng	Baheng, West	pahn1237	q a ³¹	675	763	阴上	³¹	PaHng	k a ³	0	3686	1 7 8	AXT	KA3	9	9.K.C 9.A.V 9.3.T	1.6 3.0 1.0	qa³¹	1	1345	415	225	q a ³¹	i n t	1345	411	FAECES	1104	114	1345
972	EasternBaheng-122_excrement-1	Hmongic	FAECES (EXCREMENT)	excrement	屎	EasternBaheng	Baheng, East	pahn1237	q a ³¹³	675	763	阴上.*阴上	³¹³	PaHng	k a ³	0	3686	1 7 8	AXT	KA6	2	2.K.C 2.A.V 2.6.T	1.6 3.0 1.0	qa³¹³	1	1345	415	225	q a ³¹³	i n t	1345	411	FAECES	1105	114	1345
973	Jiongnai-122_excrement-1	Hmongic	FAECES (EXCREMENT)	excrement	屎	Jiongnai	Jiongnai	jion1236	k a ⁵³	675	763	阴上.*阴上.*阳上	⁵³	JiongnaiBunu	k a ³	0	3685	1 7 8	AXT	KA3	4	4.K.C 4.A.V 4.3.T	1.6 3.0 1.0	ka⁵³	0	1345	415	225	k a ⁵³	i n t	1345	411	FAECES	1106	114	1345
974	Mien-122_excrement-1	Mienic	FAECES (EXCREMENT)	excrement	屎	Mien	Mien	iumi1238	g ai ⁵³	675	763	阴上	⁵³	luMien	d ai ³	0	3687	1 7 8	AXT	KA3	6	6.K.C 6.A.V 6.3.T	1.6 3.0 1.0	gai⁵³	0	1345	415	225	g ai ⁵³	i n t	1345	411	FAECES	1107	114	1345
975	KimMun-122_excrement-1	Mienic	FAECES (EXCREMENT)	excrement	屎	KimMun	Kim Mun	kimm1245	d ai ⁵¹	675	763	阴上.阳上.*阴上.*阳上	⁵¹	KimMun	d ai ³	0	3688	1 7 8	AXT	TA3	5	5.T.C 5.A.V 5.3.T	1.6 3.0 1.0	dai⁵¹	0	1347	416	226	d ai ⁵¹	i n t	1347	413	FAECES	1108	114	1347
976	BiaoMin-122_excrement-1	Mienic	FAECES (EXCREMENT)	excrement	屎	BiaoMin	Biao Min	biao1254	k ai ³⁵	675	763	阴上	³⁵	BiaoMon	k ai ³	0	3689	1 7 8	AXT	KA2	1	1.K.C 1.A.V 1.2.T	1.6 3.0 1.0	kai³⁵	0	1345	415	225	k ai ³⁵	i n t	1345	411	FAECES	1109	114	1345
977	ZaoMin-122_excrement-1	Mienic	FAECES (EXCREMENT)	excrement	屎	ZaoMin	Zao Min	dzao1238	k ai ²⁴	675	763	阴上.*阳平	²⁴	DzaoMin	k ai ³	0	3690	1 7 8	AXT	KA2	13	13.K.C 13.A.V 13.2.T	1.6 3.0 1.0	kai²⁴	0	1345	415	225	k ai ²⁴	i n t	1345	411	FAECES	1110	114	1345
978	WhiteHmong-720_tofall-1	Hmongic	FALL	to fall		WhiteHmong	White Hmong	hmon1333	p o ŋ ⁵⁵	1280	9	阴平	⁵⁵	HmongDaw	p ɔ ŋ ¹	0	71	1 7 4 8	AXLT	PUN5	12	12.P.C 12.U.V 12.N.c 12.5.T	1.6 3.0 1.1 1.0	poŋ⁵⁵	0	1360	417	228	p o ŋ ⁵⁵	i n c t	1360	416	FALL	171	115	1360
979	EasternLuobuohe-754_fall-1	Hmongic	FALL	fall	落	EasternLuobuohe	Luobuohe, Eastern	luop1235	p u ŋ ³¹	1280	9	阴平.阳平.*阳平	³¹	Luopohe	p o ŋ ᴬ/¹	0	73	1 7 4 8	AXLT	PYN3	3	3.P.C 3.Y.V 3.N.c 3.3.T	1.6 3.0 1.1 1.0	puŋ³¹	0	1360	417	228	p u ŋ ³¹	i n c t	1360	416	FALL	4237	115	1360
980	WesternLuobuohe-754_fall-1	Hmongic	FALL	fall	落	WesternLuobuohe	Luobuohe, Western	luop1235	p o ŋ ³¹	1280	9	阴平.阳平.阴入.阳入.*阳平	³¹	Luopohe	p o ŋ ᴬ/¹	0	73	1 7 4 8	AXLT	PUN3	10	10.P.C 10.U.V 10.N.c 10.3.T	1.6 3.0 1.1 1.0	poŋ³¹	0	1360	417	228	p o ŋ ³¹	i n c t	1360	416	FALL	4238	115	1360
981	SouthernGuizhouChuanqiandian-754_fall-1	Hmongic	FALL	fall	落	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p a ŋ ³²	1280	9	阴平	³²	CentralMashanHmong	p a ŋ ¹ᵃ/¹	0	72	1 7 4 8	AXLT	PAN3	8	8.P.C 8.A.V 8.N.c 8.3.T	1.6 3.0 1.1 1.0	paŋ³²	0	1360	417	228	p a ŋ ³²	i n c t	1360	416	FALL	4239	115	1360
982	WhiteHmong-703_thefan-1	Hmongic	FAN (OBJECT)	the fan		WhiteHmong	White Hmong	hmon1333	ⁿts u/w a ²¹³	1971	165	阳上	²¹³	HmongDaw	ⁿʈs u/w a ⁸/²⁴	0	802	2 6 7 8	ACXT	CWA6	12	12.C.C 12.W.C 12.A.V 12.6.T	1.6 1.2 3.0 1.0	ⁿtsu/wa²¹³	0	1366	418	230	ⁿts u/w a - ²¹³	i m n t	1366	418	FAN	167	116	1366
983	EasternLuobuohe-394_fancanbeheldbysinglehand-1	Hmongic	FAN (OBJECT)	fan (can be held by single hand)	扇子	EasternLuobuohe	Luobuohe, Eastern	luop1235	tɕʰ a ŋ ³³ + l a ŋ ³³	1971	165	阴入.阳入.*阴平 阴入.阳入.*阴平	³³ ³³	Luopohe	ⁿp z i ᴰ/⁴	0	804	2 7 4 8 9 5 7 4 8	AXLT_AXLT	CAN4_LAN4	3	3.C.C 3.A.V 3.N.c 3.4.T 3._._ 3.L.C 3.A.V 3.N.c 3.4.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	tɕʰaŋ³³+laŋ³³	0	1366 1367	419	230	tɕʰ - a ŋ ³³ + l - a ŋ ³³	i n c t + i n c t	1366 1367	418	FAN _fan	2442	116	1366
984	WesternLuobuohe-394_fancanbeheldbysinglehand-1	Hmongic	FAN (OBJECT)	fan (can be held by single hand)	扇子	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ⁿb j i ³¹ + m ɑ ³⁵	1971	165	轻声 阴平.阳平.阴入.阳入.*阳平 阴去.阳去.*阴去.*阳去	⁰/² ³¹ ³⁵	Luopohe	ⁿp z i ᴰ/⁴	1	804	1 7 8 9 1 6 7 8 9 4 7 8	AXT_ACXT_AXT	HE6_PJI3_MA2	10	10.H.C 10.E.V 10.6.T 10._._ 10.P.C 10.J.C 10.I.V 10.3.T 10._._ 10.M.C 10.A.V 10.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+ⁿbji³¹+mɑ³⁵	0	1369 1365 1370	420	229	ʔ ə ⁰/² + ⁿb j i - ³¹ + m - ɑ ³⁵	i n t + i m n t + i n t	1369 1365 1370	417	_fan FAN _fan	2443	116	1365
985	SouthernGuizhouChuanqiandian-394_fancanbeheldbysinglehand-1	Hmongic	FAN (OBJECT)	fan (can be held by single hand)	扇子	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿp j a ²¹	1971	165	阳入.*阳平	²¹	CentralMashanHmong	ⁿp j a ⁸/²⁴	0	803	1 6 7 8	ACXT	PJA3	8	8.P.C 8.J.C 8.A.V 8.3.T	1.6 1.2 3.0 1.0	ⁿpja²¹	0	1365	421	229	ⁿp j a - ²¹	i m n t	1365	417	FAN	2444	116	1365
986	WesternXiangxi-394_fancanbeheldbysinglehand-1	Hmongic	FAN (OBJECT)	fan (can be held by single hand)	扇子	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + m j ɑ ⁴⁴	1971	165	阴平 阴上.阴入.*阴平	³⁵ ⁴⁴	WesternXiangxiMiao	m j ɑ ⁷/³	1	801	1 7 8 9 4 6 7 8	AXT_ACXT	KU2_MJA5	11	11.K.C 11.U.V 11.2.T 11._._ 11.M.C 11.J.C 11.A.V 11.5.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	qo³⁵+mjɑ⁴⁴	0	1371 1370	422	229	q o ³⁵ + m j ɑ ⁴⁴	i n t + i m n t	1371 1370	420	_fan FAN	2445	116	1370
987	NorthernQiandong-394_fancanbeheldbysinglehand-1	Hmongic	FAN (OBJECT)	fan (can be held by single hand)	扇子	NorthernQiandong	Qiandong, North	nort2747	z e n ³¹	1971	165	阳入.*阳平	³¹	NorthernQiandongMiao	z e n ⁸/²⁴	0	800	3 7 4 8	AXLT	SEN3	7	7.S.C 7.E.V 7.N.c 7.3.T	1.6 3.0 1.1 1.0	zen³¹	0	1366	418	230	z - e n ³¹	i n c t	1366	418	FAN	2446	116	1366
