ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX	RATLIFF_COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	STRICTID	LOOSEID
3806	Jiongnai-666_crowofcocks-1	Hmongic	CROW (VERB)	crow (of cocks)	打鸣	Jiongnai	Jiongnai	jion1236	k a ³⁵	2074	761	阴去.*阴去.*阳去	³⁵	JiongnaiBunu	k a ⁵	0	3669	1 7 8	AXT	KA2	4	4.K.C 4.A.V 4.2.T	1.6 3.0 1.0	ka³⁵	0	947	302	174
3807	Mien-666_crowofcocks-1	Mienic	CROW (VERB)	crow (of cocks)	打鸣	Mien	Mien	iumi1238	g aːi ²⁴	2074	761	阴去	²⁴	luMien	k aːi ⁵¹	0	3671	1 7 8	AXT	KA2	6	6.K.C 6.A.V 6.2.T	1.6 3.0 1.0	gaːi²⁴	0	947	302	174
3808	KimMun-666_crowofcocks-1	Mienic	CROW (VERB)	crow (of cocks)	打鸣	KimMun	Kim Mun	kimm1245	k aːi ⁵⁵	2074	761	阴上.阳上.阴入.阳入	⁵⁵	KimMun	k aːi ⁵	0	3672	1 7 8	AXT	KA5	5	5.K.C 5.A.V 5.5.T	1.6 3.0 1.0	kaːi⁵⁵	0	947	302	174
3810	ZaoMin-666_crowofcocks-1	Mienic	CROW (VERB)	crow (of cocks)	打鸣	ZaoMin	Zao Min	dzao1238	k oi ⁴²	2074	761	阴去.*阴上.*阳上	⁴²	DzaoMin	k ɔi ⁵	0	3673	1 7 8	AXT	KU3	13	13.K.C 13.U.V 13.3.T	1.6 3.0 1.0	koi⁴²	0	947	302	174
268	WhiteHmong-1067_tocry-2	Hmongic	CRY	to cry		WhiteHmong	White Hmong	hmon1333	ɲ i/j a ³⁴	1839	616	阴上	³⁴	HmongDaw	ȵ i/j a ³	0	3005	4 6 7 8	ACXT	NJA2	12	12.N.C 12.J.C 12.A.V 12.2.T	1.6 1.2 3.0 1.0	ɲi/ja³⁴	0	959	304	175
4165	EasternLuobuohe-746_cry-1	Hmongic	CRY	cry	哭	EasternLuobuohe	Luobuohe, Eastern	luop1235	ȵ i ⁵⁵	1839	616	阴上.阳上.*阴上.*阳上	⁵⁵	Luopohe	ˀȵ e n ᴮ/²	0	3007	4 7 8	AXT	NI5	3	3.N.C 3.I.V 3.5.T	1.6 3.0 1.0	ȵi⁵⁵	0	959	304	175
4166	WesternLuobuohe-746_cry-1	Hmongic	CRY	cry	哭	WesternLuobuohe	Luobuohe, Western	luop1235	ȵ i n ⁵⁵	1839	616	阴上.阳上.*阴平.*阴上.*阳上	⁵⁵	Luopohe	ˀȵ e n ᴮ/²	0	3007	4 7 4 8	AXLT	NIN5	10	10.N.C 10.I.V 10.N.c 10.5.T	1.6 3.0 1.1 1.0	ȵin⁵⁵	0	959	304	175
4167	SouthernGuizhouChuanqiandian-746_cry-1	Hmongic	CRY	cry	哭	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ȵ i ⁴²	1839	616	阴上.*阴上.*阳上	⁴²	CentralMashanHmong	ȵ i ³ᵃ/³	0	3006	4 7 8	AXT	NI3	8	8.N.C 8.I.V 8.3.T	1.6 3.0 1.0	ȵi⁴²	0	959	304	175
4168	WesternXiangxi-746_cry-1	Hmongic	CRY	cry	哭	WesternXiangxi	Xiangxi, West	west2430	ȵ ɛ ⁴⁴	1839	616	阴上.阴入.*阴平	⁴⁴	WesternXiangxiMiao	ȵ ɛ ³	0	3004	4 7 8	AXT	NE5	11	11.N.C 11.E.V 11.5.T	1.6 3.0 1.0	ȵɛ⁴⁴	0	959	304	175
4169	NorthernQiandong-746_cry-1	Hmongic	CRY	cry	哭	NorthernQiandong	Qiandong, North	nort2747	nʲ a ŋ ³⁵	1839	616	阴上	³⁵	NorthernQiandongMiao	ȵ a ŋ ¹	0	3003	4 7 4 8	AXLT	NAN2	7	7.N.C 7.A.V 7.N.c 7.2.T	1.6 3.0 1.1 1.0	nʲaŋ³⁵	0	959	304	175
4173	Jiongnai-746_cry-1	Hmongic	CRY	cry	哭	Jiongnai	Jiongnai	jion1236	ŋ j i n ⁵³	1839	616	阴上.*阴上.*阳上	⁵³	JiongnaiBunu	ȵ i ŋ ¹	0	3008	4 6 7 4 8	ACXLT	NJIN3	4	4.N.C 4.J.C 4.I.V 4.N.c 4.3.T	1.6 1.2 3.0 1.1 1.0	ŋjin⁵³	0	959	304	175
4174	Mien-746_cry-1	Mienic	CRY	cry	哭	Mien	Mien	iumi1238	ȵ i m ⁵³	1839	616	阴上	⁵³	luMien	ȵ e m ³	0	3009	4 7 4 8	AXLT	NIM3	6	6.N.C 6.I.V 6.M.c 6.3.T	1.6 3.0 1.1 1.0	ȵim⁵³	0	959	304	175
4175	KimMun-746_cry-1	Mienic	CRY	cry	哭	KimMun	Kim Mun	kimm1245	ȵ i m ⁵¹	1839	616	阴上.阳上.*阴上.*阳上	⁵¹	KimMun	ŋ j i m ³	0	3010	4 7 4 8	AXLT	NIM3	5	5.N.C 5.I.V 5.M.c 5.3.T	1.6 3.0 1.1 1.0	ȵim⁵¹	0	959	304	175
4176	BiaoMin-746_cry-1	Mienic	CRY	cry	哭	BiaoMin	Biao Min	biao1254	ȵ a n ³⁵	1839	616	阴上	³⁵	BiaoMon	ȵ a n ³	0	3011	4 7 4 8	AXLT	NAN2	1	1.N.C 1.A.V 1.N.c 1.2.T	1.6 3.0 1.1 1.0	ȵan³⁵	0	959	304	175
4177	ZaoMin-746_cry-1	Mienic	CRY	cry	哭	ZaoMin	Zao Min	dzao1238	ȵ a m ²⁴	1839	616	阴上.*阳平	²⁴	DzaoMin	ȵ ɛ m ³	0	3012	4 7 4 8	AXLT	NAM2	13	13.N.C 13.A.V 13.M.c 13.2.T	1.6 3.0 1.1 1.0	ȵam²⁴	0	959	304	175
1870	EasternLuobuohe-245_cucumber-1	Hmongic	CUCUMBER	cucumber	黄瓜	EasternLuobuohe	Luobuohe, Eastern	luop1235	q w a ³¹ + w e n ³¹	496	774	阴平.阳平.*阳平 阴平.阳平.*阳平	³¹ ³¹	Luopohe	q w a ᴬ/¹	0	3754	1 6 7 8 9 6 7 4 8	ACXT_AXLT	KWA3_WEN3	3	3.K.C 3.W.C 3.A.V 3.3.T 3._._ 3.W.C 3.E.V 3.N.c 3.3.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	qwa³¹+wen³¹	0	973 975	305	176
1871	WesternLuobuohe-245_cucumber-1	Hmongic	CUCUMBER	cucumber	黄瓜	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + q w ɑ ³¹	496	774	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	Luopohe	q w a ᴬ/¹	1	3754	1 7 8 9 1 6 7 8	AXT_ACXT	HE6_KWA3	10	10.H.C 10.E.V 10.6.T 10._._ 10.K.C 10.W.C 10.A.V 10.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ʔə⁰/²+qwɑ³¹	0	978 973	306	176
1872	SouthernGuizhouChuanqiandian-245_cucumber-1	Hmongic	CUCUMBER	cucumber	黄瓜	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	h u/w ei ³² + ⁿk əu ⁴⁴	496	774	阴平 阴入	³² ⁴⁴	CentralMashanHmong	ʰw ɪ ¹ᵃ/¹	0	3753	3 6 7 8 9 1 7 8	ACXT_AXT	HWE3_KE5	8	8.H.C 8.W.C 8.E.V 8.3.T 8._._ 8.K.C 8.E.V 8.5.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	hu/wei³²+ⁿkəu⁴⁴	0	973 977	307	176
1873	WesternXiangxi-245_cucumber-1	Hmongic	CUCUMBER	cucumber	黄瓜	WesternXiangxi	Xiangxi, West	west2430	k w ɑ ³⁵	496	774	阴平	³⁵	WesternXiangxiMiao	k w ɑ ¹	0	3751	1 6 7 8	ACXT	KWA2	11	11.K.C 11.W.C 11.A.V 11.2.T	1.6 1.2 3.0 1.0	kwɑ³⁵	0	973	308	176
1874	NorthernQiandong-245_cucumber-1	Hmongic	CUCUMBER	cucumber	黄瓜	NorthernQiandong	Qiandong, North	nort2747	f a ³³ + q ɛ ⁴⁴	496	774	阴平.*阴平 阴去	³³ ⁴⁴	NorthernQiandongMiao	f a ¹	0	3750	3 7 8 9 1 7 8	AXT_AXT	BA4_KE5	7	7.B.C 7.A.V 7.4.T 7._._ 7.K.C 7.E.V 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	fa³³+qɛ⁴⁴	0	973 977	307	176
1875	WesternBaheng-245_cucumber-1	Hmongic	CUCUMBER	cucumber	黄瓜	WesternBaheng	Baheng, West	pahn1237	t j ei ³¹ + k w a ³⁵	496	774	阴上 阴平	³¹ ³⁵	PaHng	q w a ¹	1	3756	1 6 7 8 9 1 6 7 8	ACXT_ACXT	TJE3_KWA2	9	9.T.C 9.J.C 9.E.V 9.3.T 9._._ 9.K.C 9.W.C 9.A.V 9.2.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tjei³¹+kwa³⁵	0	974 973	309	176
1876	EasternBaheng-245_cucumber-1	Hmongic	CUCUMBER	cucumber	黄瓜	EasternBaheng	Baheng, East	pahn1237	p j ei ³¹³ + k w a ³⁵	496	774	阴上.*阴上 阴平.*阴去.*阴入.*阳入	³¹³ ³⁵	PaHng	q w a ¹	1	3756	1 6 7 8 9 1 6 7 8	ACXT_ACXT	PJE6_KWA2	2	2.P.C 2.J.C 2.E.V 2.6.T 2._._ 2.K.C 2.W.C 2.A.V 2.2.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	pjei³¹³+kwa³⁵	0	974 973	309	176
1877	Jiongnai-245_cucumber-1	Hmongic	CUCUMBER	cucumber	黄瓜	Jiongnai	Jiongnai	jion1236	k w e ⁴⁴ + ʔ ɒ ŋ ⁴⁴	496	774	阴平.*阴平 阴平.*阴平	⁴⁴ ⁴⁴	JiongnaiBunu	k w e ¹	0	3755	1 6 7 8 9 1 7 4 8	ACXT_AXLT	KWE5_HON5	4	4.K.C 4.W.C 4.E.V 4.5.T 4._._ 4.H.C 4.O.V 4.N.c 4.5.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	kwe⁴⁴+ʔɒŋ⁴⁴	0	973 976	310	176
1878	Mien-245_cucumber-1	Mienic	CUCUMBER	cucumber	黄瓜	Mien	Mien	iumi1238	k w a ³³ + w aː ŋ ³¹	496	774	阴平 阳平	³³ ³¹	luMien	k w a ¹	0	3757	1 6 7 8 9 6 7 4 8	ACXT_AXLT	KWA4_WAN3	6	6.K.C 6.W.C 6.A.V 6.4.T 6._._ 6.W.C 6.A.V 6.N.c 6.3.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	kwa³³+waːŋ³¹	0	973 975	305	176
1879	KimMun-245_cucumber-1	Mienic	CUCUMBER	cucumber	黄瓜	KimMun	Kim Mun	kimm1245	k w a ³⁵ + v a ŋ ³³	496	774	阴平.阳平.阴入.阳入 阴平.阳平.*阴平	³⁵ ³³	KimMun	k w a ¹	0	3758	1 6 7 8 9 3 7 4 8	ACXT_AXLT	KWA2_BAN4	5	5.K.C 5.W.C 5.A.V 5.2.T 5._._ 5.B.C 5.A.V 5.N.c 5.4.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	kwa³⁵+vaŋ³³	0	973 975	305	176
1880	BiaoMin-245_cucumber-1	Mienic	CUCUMBER	cucumber	黄瓜	BiaoMin	Biao Min	biao1254	s ɛ ³³ + ȵ i n ⁴² + k w a ³³	496	774	阴平.*阴平 阳上.阳去 阴平.*阴平	³³ ⁴² ³³	BiaoMon	k w a ¹	2	3759	3 7 8 9 4 7 4 8 9 1 6 7 8	AXT_AXLT_ACXT	SE4_NIN3_KWA4	1	1.S.C 1.E.V 1.4.T 1._._ 1.N.C 1.I.V 1.N.c 1.3.T 1._._ 1.K.C 1.W.C 1.A.V 1.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.0	sɛ³³+ȵin⁴²+kwa³³	0	971 972 973	311	176
1881	ZaoMin-245_cucumber-1	Mienic	CUCUMBER	cucumber	黄瓜	ZaoMin	Zao Min	dzao1238	h e ŋ ⁴⁴ + k a ⁴⁴	496	774	阴平.阳上.阴入.*阴平 阴平.阳上.阴入.*阴平	⁴⁴ ⁴⁴	DzaoMin	k a ¹	1	3760	3 7 4 8 9 1 7 8	AXLT_AXT	HEN5_KA5	13	13.H.C 13.E.V 13.N.c 13.5.T 13._._ 13.K.C 13.A.V 13.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	heŋ⁴⁴+ka⁴⁴	0	976 973	312	176
249	WhiteHmong-1026_dark-1	Hmongic	DARK	dark		WhiteHmong	White Hmong	hmon1333	tʃ au ¹¹	706	176	阴平.阴上.阳上.阴入	¹¹	HmongDaw	ʈʂ au ⁷/³	0	868	1 7 8	AXT	TA1	12	12.T.C 12.A.V 12.1.T	1.6 3.0 1.0	tʃau¹¹	0	998	313	179
3158	EasternLuobuohe-560_dark-1	Hmongic	DARK	dark	暗	EasternLuobuohe	Luobuohe, Eastern	luop1235	p j o ³³	706	176	阴入.阳入.*阴平	³³	Luopohe	p j o ᴰ/⁴	0	870	1 6 7 8	ACXT	PJU4	3	3.P.C 3.J.C 3.U.V 3.4.T	1.6 1.2 3.0 1.0	pjo³³	0	996	314	177
3159	WesternLuobuohe-560_dark-1	Hmongic	DARK	dark	暗	WesternLuobuohe	Luobuohe, Western	luop1235	p ø ³¹	706	176	阴平.阳平.阴入.阳入.*阳平	³¹	Luopohe	p j o ᴰ/⁴	0	870	1 7 8	AXT	PU3	10	10.P.C 10.U.V 10.3.T	1.6 3.0 1.0	pø³¹	0	996	314	177
3160	SouthernGuizhouChuanqiandian-560_dark-1	Hmongic	DARK	dark	暗	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p ʐ u ⁴⁴	706	176	阴入	⁴⁴	CentralMashanHmong	p ʐ u ⁷ᵃ/³	0	869	1 3 7 8	ACXT	PSY5	8	8.P.C 8.S.C 8.Y.V 8.5.T	1.6 1.2 3.0 1.0	pʐu⁴⁴	0	996	314	177
3161	WesternXiangxi-560_dark-1	Hmongic	DARK	dark	暗	WesternXiangxi	Xiangxi, West	west2430	p ʐ u ⁴⁴	706	176	阴上.阴入.*阴平	⁴⁴	WesternXiangxiMiao	p ʐ u ⁷/³	0	867	1 3 7 8	ACXT	PSY5	11	11.P.C 11.S.C 11.Y.V 11.5.T	1.6 1.2 3.0 1.0	pʐu⁴⁴	0	996	314	177
3162	NorthernQiandong-560_dark-1	Hmongic	DARK	dark	暗	NorthernQiandong	Qiandong, North	nort2747	ts ə ⁵³	706	176	阳平.*阴上.*阳上	⁵³	NorthernQiandongMiao	ts ə ⁷/³	0	866	2 7 8	AXT	CE3	7	7.C.C 7.E.V 7.3.T	1.6 3.0 1.0	tsə⁵³	0	997	315	178
3165	Jiongnai-560_dark-1	Hmongic	DARK	dark	暗	Jiongnai	Jiongnai	jion1236	p j əu ⁵⁵	706	176	阴入	⁵⁵	JiongnaiBunu	p j ɔu ⁷/³	0	871	1 6 7 8	ACXT	PJE5	4	4.P.C 4.J.C 4.E.V 4.5.T	1.6 1.2 3.0 1.0	pjəu⁵⁵	0	996	314	177
682	Mien-68_daughterinlaw-1	Mienic	DAUGHTER-IN-LAW	daughter-in-law	儿媳	Mien	Mien	iumi1238	p oː ŋ ²³¹	1057	63	阳上	²³¹	luMien	b w ə ŋ ⁴	0	287	1 7 4 8	AXLT	PUN6	6	6.P.C 6.U.V 6.N.c 6.6.T	1.6 3.0 1.1 1.0	poːŋ²³¹	0	1004	316	180
683	KimMun-68_daughterinlaw-1	Mienic	DAUGHTER-IN-LAW	daughter-in-law	儿媳	KimMun	Kim Mun	kimm1245	b oː ŋ ³¹	1057	63	阴上.阳上.阴去.阳去.*阳平	³¹	KimMun	b ɔ ŋ ⁴	0	288	1 7 4 8	AXLT	PUN3	5	5.P.C 5.U.V 5.N.c 5.3.T	1.6 3.0 1.1 1.0	boːŋ³¹	0	1004	316	180
685	BiaoMin-68_daughterinlaw-1	Mienic	DAUGHTER-IN-LAW	daughter-in-law	儿媳	BiaoMin	Biao Min	biao1254	b ɔ ŋ ⁴²	1057	63	阳上.阳去	⁴²	BiaoMon	b ɔ ŋ ⁴	0	289	1 7 4 8	AXLT	PUN3	1	1.P.C 1.U.V 1.N.c 1.3.T	1.6 3.0 1.1 1.0	bɔŋ⁴²	0	1004	316	180
213	WhiteHmong-894_deep-1	Hmongic	DEEP	deep		WhiteHmong	White Hmong	hmon1333	t o ⁵⁵	1593	201	阴平	⁵⁵	HmongDaw	t ɔ ¹	0	1050	1 7 8	AXT	TU5	12	12.T.C 12.U.V 12.5.T	1.6 3.0 1.0	to⁵⁵	0	1008	317	181
3014	EasternLuobuohe-539_deep-1	Hmongic	DEEP	deep	深	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + t əu ³¹	1593	201	轻声 阴平.阳平.*阳平	⁰/² ³¹	Luopohe	t u ᴬ/¹	0	1052	1 7 8 9 1 7 8	AXT_AXT	TE6_TE3	3	3.T.C 3.E.V 3.6.T 3._._ 3.T.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+təu³¹	0	1009 1008	318	181
3015	WesternLuobuohe-539_deep-1	Hmongic	DEEP	deep	深	WesternLuobuohe	Luobuohe, Western	luop1235	t u ³¹	1593	201	阴平.阳平.阴入.阳入.*阳平	³¹	Luopohe	t u ᴬ/¹	0	1052	1 7 8	AXT	TY3	10	10.T.C 10.Y.V 10.3.T	1.6 3.0 1.0	tu³¹	0	1008	317	181
3016	SouthernGuizhouChuanqiandian-539_deep-1	Hmongic	DEEP	deep	深	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	t o ³²	1593	201	阴平	³²	CentralMashanHmong	t o ¹ᵃ/¹	0	1051	1 7 8	AXT	TU3	8	8.T.C 8.U.V 8.3.T	1.6 3.0 1.0	to³²	0	1008	317	181
3017	WesternXiangxi-539_deep-1	Hmongic	DEEP	deep	深	WesternXiangxi	Xiangxi, West	west2430	t o ³⁵	1593	201	阴平	³⁵	WesternXiangxiMiao	t o ¹	0	1049	1 7 8	AXT	TU2	11	11.T.C 11.U.V 11.2.T	1.6 3.0 1.0	to³⁵	0	1008	317	181
3018	NorthernQiandong-539_deep-1	Hmongic	DEEP	deep	深	NorthernQiandong	Qiandong, North	nort2747	t o ³³	1593	201	阴平.*阴平	³³	NorthernQiandongMiao	t o ¹	0	1048	1 7 8	AXT	TU4	7	7.T.C 7.U.V 7.4.T	1.6 3.0 1.0	to³³	0	1008	317	181
3019	WesternBaheng-539_deep-1	Hmongic	DEEP	deep	深	WesternBaheng	Baheng, West	pahn1237	t o ³⁵	1593	201	阴平	³⁵	PaHng	t o ¹	0	1054	1 7 8	AXT	TU2	9	9.T.C 9.U.V 9.2.T	1.6 3.0 1.0	to³⁵	0	1008	317	181
3020	EasternBaheng-539_deep-1	Hmongic	DEEP	deep	深	EasternBaheng	Baheng, East	pahn1237	t o ³⁵	1593	201	阴平.*阴去.*阴入.*阳入	³⁵	PaHng	t o ¹	0	1054	1 7 8	AXT	TU2	2	2.T.C 2.U.V 2.2.T	1.6 3.0 1.0	to³⁵	0	1008	317	181
3021	Jiongnai-539_deep-1	Hmongic	DEEP	deep	深	Jiongnai	Jiongnai	jion1236	ð u ⁴⁴	1593	201	阴平.*阴平	⁴⁴	JiongnaiBunu	ð u ¹	0	1053	3 7 8	AXT	DY5	4	4.D.C 4.Y.V 4.5.T	1.6 3.0 1.0	ðu⁴⁴	0	1008	317	181
3022	Mien-539_deep-1	Mienic	DEEP	deep	深	Mien	Mien	iumi1238	d u ³³	1593	201	阴平	³³	luMien	d o ¹	0	1055	1 7 8	AXT	TY4	6	6.T.C 6.Y.V 6.4.T	1.6 3.0 1.0	du³³	0	1008	317	181
3023	KimMun-539_deep-1	Mienic	DEEP	deep	深	KimMun	Kim Mun	kimm1245	d u ³⁵	1593	201	阴平.阳平.阴入.阳入	³⁵	KimMun	d u ¹	0	1056	1 7 8	AXT	TY2	5	5.T.C 5.Y.V 5.2.T	1.6 3.0 1.0	du³⁵	0	1008	317	181
3024	BiaoMin-539_deep-1	Mienic	DEEP	deep	深	BiaoMin	Biao Min	biao1254	d u ³³	1593	201	阴平.*阴平	³³	BiaoMon	d u ¹	0	1057	1 7 8	AXT	TY4	1	1.T.C 1.Y.V 1.4.T	1.6 3.0 1.0	du³³	0	1008	317	181
8	WhiteHmong-51_thedew-1	Hmongic	DEW	the dew		WhiteHmong	White Hmong	hmon1333	l ɯ ³¹	1977	402	阳平.阳上.阳去	³¹	HmongDaw	l ɯ ⁶/¹³	0	2004	5 7 8	AXT	LI3	12	12.L.C 12.I.V 12.3.T	1.6 3.0 1.0	lɯ³¹	0	1023	319	182
371	SouthernGuizhouChuanqiandian-12_dew-1	Hmongic	DEW	dew	露水	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p u ³² + l u ¹³	1977	402	阴平 阳去.阴入.*阴去.*阳去	³² ¹³	CentralMashanHmong	l u ⁶/¹³	1	2005	1 7 8 9 5 7 8	AXT_AXT	PY3_LY2	8	8.P.C 8.Y.V 8.3.T 8._._ 8.L.C 8.Y.V 8.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pu³²+lu¹³	0	1022 1023	320	182
85	WhiteHmong-356_todie-1	Hmongic	DIE	to die		WhiteHmong	White Hmong	hmon1333	t u/w a ³¹	1494	227	阳平.阳上.阳去	³¹	HmongDaw	t u/w a ⁶/¹³	0	1204	1 6 7 8	ACXT	TWA3	12	12.T.C 12.W.C 12.A.V 12.3.T	1.6 1.2 3.0 1.0	tu/wa³¹	0	1026	321	183
3326	EasternLuobuohe-581_die-1	Hmongic	DIE	die	死	EasternLuobuohe	Luobuohe, Eastern	luop1235	z a ²⁴	1494	227	阴去.阳去.*阴去.*阳去	²⁴	Luopohe	ð a ᶜ/³	0	1206	3 7 8	AXT	SA2	3	3.S.C 3.A.V 3.2.T	1.6 3.0 1.0	za²⁴	0	1026	321	183
3327	WesternLuobuohe-581_die-1	Hmongic	DIE	die	死	WesternLuobuohe	Luobuohe, Western	luop1235	ð ɑ ³⁵	1494	227	阴去.阳去.*阴去.*阳去	³⁵	Luopohe	ð a ᶜ/³	0	1206	3 7 8	AXT	DA2	10	10.D.C 10.A.V 10.2.T	1.6 3.0 1.0	ðɑ³⁵	0	1026	321	183
3328	SouthernGuizhouChuanqiandian-581_die-1	Hmongic	DIE	die	死	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	t ə ¹³	1494	227	阳去.阴入.*阴去.*阳去	¹³	CentralMashanHmong	t əa ⁶/¹³	0	1205	1 7 8	AXT	TE2	8	8.T.C 8.E.V 8.2.T	1.6 3.0 1.0	tə¹³	0	1026	321	183
3329	WesternXiangxi-581_die-1	Hmongic	DIE	die	死	WesternXiangxi	Xiangxi, West	west2430	t ɑ ⁴²	1494	227	0	⁴²	WesternXiangxiMiao	t ɑ ⁶/¹³	0	1203	1 7 8	AXT	TA3	11	11.T.C 11.A.V 11.3.T	1.6 3.0 1.0	tɑ⁴²	0	1026	321	183
3330	NorthernQiandong-581_die-1	Hmongic	DIE	die	死	NorthernQiandong	Qiandong, North	nort2747	t a ¹³	1494	227	阴入.*阴去.*阳去	¹³	NorthernQiandongMiao	t a ⁶/¹³	0	1202	1 7 8	AXT	TA2	7	7.T.C 7.A.V 7.2.T	1.6 3.0 1.0	ta¹³	0	1026	321	183
3331	WesternBaheng-581_die-1	Hmongic	DIE	die	死	WesternBaheng	Baheng, West	pahn1237	t ei ⁴⁴	1494	227	阳去	⁴⁴	PaHng	t e ⁶/¹³	0	1208	1 7 8	AXT	TE5	9	9.T.C 9.E.V 9.5.T	1.6 3.0 1.0	tei⁴⁴	0	1026	321	183
3332	EasternBaheng-581_die-1	Hmongic	DIE	die	死	EasternBaheng	Baheng, East	pahn1237	t e ³¹	1494	227	阳去.阳入	³¹	PaHng	t e ⁶/¹³	0	1208	1 7 8	AXT	TE3	2	2.T.C 2.E.V 2.3.T	1.6 3.0 1.0	te³¹	0	1026	321	183
3333	Jiongnai-581_die-1	Hmongic	DIE	die	死	Jiongnai	Jiongnai	jion1236	t a ¹¹	1494	227	阳去	¹¹	JiongnaiBunu	t a ⁶/¹³	0	1207	1 7 8	AXT	TA1	4	4.T.C 4.A.V 4.1.T	1.6 3.0 1.0	ta¹¹	0	1026	321	183
3334	Mien-581_die-1	Mienic	DIE	die	死	Mien	Mien	iumi1238	t ai ²¹	1494	227	阳去	²¹	luMien	t ai ⁶/¹³	0	1209	1 7 8	AXT	TA3	6	6.T.C 6.A.V 6.3.T	1.6 3.0 1.0	tai²¹	0	1026	321	183
3335	KimMun-581_die-1	Mienic	DIE	die	死	KimMun	Kim Mun	kimm1245	ˀt ai ⁴²	1494	227	阴去.阳去.阴入.阳入	⁴²	KimMun	t ai ⁶/¹³	0	1210	1 7 8	AXT	TA3	5	5.T.C 5.A.V 5.3.T	1.6 3.0 1.0	ˀtai⁴²	0	1026	321	183
3336	BiaoMin-581_die-1	Mienic	DIE	die	死	BiaoMin	Biao Min	biao1254	t ai ⁴²	1494	227	阳上.阳去	⁴²	BiaoMon	t ai ⁶/¹³	0	1211	1 7 8	AXT	TA3	1	1.T.C 1.A.V 1.3.T	1.6 3.0 1.0	tai⁴²	0	1026	321	183
3337	ZaoMin-581_die-1	Mienic	DIE	die	死	ZaoMin	Zao Min	dzao1238	t ai ²²	1494	227	阳去.阳入	²²	DzaoMin	t ai ⁶/¹³	0	1212	1 7 8	AXT	TA1	13	13.T.C 13.A.V 13.1.T	1.6 3.0 1.0	tai²²	0	1026	321	183
4643	Mien-828_dig-1	Mienic	DIG	dig	挖	Mien	Mien	iumi1238	w e t ⁵⁵	1418	105	阴入	⁵⁵	luMien	v e t ⁷/³	0	495	6 7 1 8	AXLT	WET5	6	6.W.C 6.E.V 6.T.c 6.5.T	1.6 3.0 1.1 1.0	wet⁵⁵	0	1040	322	184
4644	KimMun-828_dig-1	Mienic	DIG	dig	挖	KimMun	Kim Mun	kimm1245	kʰ w a k ¹¹	1418	105	阴平.阳平.阴入.阳入	¹¹	KimMun	v eː t ⁷'/³	0	496	1 6 7 1 8	ACXLT	KWAK1	5	5.K.C 5.W.C 5.A.V 5.K.c 5.1.T	1.6 1.2 3.0 1.1 1.0	kʰwak¹¹	0	1041	323	185
4645	BiaoMin-828_dig-1	Mienic	DIG	dig	挖	BiaoMin	Biao Min	biao1254	w u t ⁵³	1418	105	阴入.*阴上.*阳上	⁵³	BiaoMon	w u n ⁷/³	0	497	6 7 1 8	AXLT	WYT3	1	1.W.C 1.Y.V 1.T.c 1.3.T	1.6 3.0 1.1 1.0	wut⁵³	0	1040	322	184
