ID	LEXIBANK_ID	SUBGROUP	ID_IN_SOURCE	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	CONCEPTICON_ID	COGID	TONE_CLASS	TONE_VALUE	CLASSIFICATION	RATLIFF_FORM	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
3643	KimMun-639_carryonback-2	Mienic		CARRY ON BACK	carry on back		KimMun	Kim Mun	kimm1245	ȵ a ⁵⁵	465		626	去声.清.入声.清.短	⁵⁵	Kim Mun	ȵ a ⁵	4 7 8	AXT	NA5	5	5.N.C 5.A.V 5.5.T	1.6 3.0 1.0	ȵa⁵⁵	0	897
3644	BiaoMin-639_carryonback-2	Mienic		CARRY ON BACK	carry on back		BiaoMin	Biao Min	biao1254	ȵ a ³⁵	465		626	阴上	³⁵	Biao Min	ȵ a ³	4 7 8	AXT	NA2	1	1.N.C 1.A.V 1.2.T	1.6 3.0 1.0	ȵa³⁵	0	897
3645	ZaoMin-639_carryonback-2	Mienic		CARRY ON BACK	carry on back		ZaoMin	Zao Min	dzao1238	b a ⁴⁴	465		0	阴平.阳上.阴入	⁴⁴	Zao Min		1 7 8	AXT	PA5	13	13.P.C 13.A.V 13.5.T	1.6 3.0 1.0	ba⁴⁴	0	899
187	WhiteHmong-761_tocarryonshoulder-1			CARRY ON SHOULDER	to carry on shoulder		WhiteHmong	White Hmong	hmon1333	k ɯ ˧˦/³⁴	413		0	˧˦	˧˦/³⁴	White Hmong		1 7 8	AXT	KI2	12	12.K.C 12.I.V 12.2.T	1.6 3.0 1.0	kɯ˧˦/³⁴	0	927
4145	EasternLuobuohe-742_carryonshoulder-1	Hmongic		CARRY ON SHOULDER	carry on shoulder		EasternLuobuohe	Luobuohe, Eastern	luop1235	k u ⁵⁵	413		0	上	⁵⁵	Luopohe		1 7 8	AXT	KY5	3	3.K.C 3.Y.V 3.5.T	1.6 3.0 1.0	ku⁵⁵	0	927
4146	WesternLuobuohe-742_carryonshoulder-1	Hmongic		CARRY ON SHOULDER	carry on shoulder		WesternLuobuohe	Luobuohe, Western	luop1235	k u ⁵⁵	413		0	去	⁵⁵	Luopohe		1 7 8	AXT	KY5	10	10.K.C 10.Y.V 10.5.T	1.6 3.0 1.0	ku⁵⁵	0	927
4147	SouthernGuizhouChuanqiandian-742_carryonshoulder-1	Hmongic		CARRY ON SHOULDER	carry on shoulder		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿk u/w a ⁵⁵	413		567	阳平.阳入	⁵⁵	Southern Chuanqiandian	tɕ æ ⁵ᵃ/⁵	1 6 7 8	ACXT	KWA5	8	8.K.C 8.W.C 8.A.V 8.5.T	1.6 1.2 3.0 1.0	ⁿku/wa⁵⁵	0	929
4148	WesternXiangxi-742_carryonshoulder-1	Hmongic		CARRY ON SHOULDER	carry on shoulder		WesternXiangxi	Xiangxi, West	west2430	ⁿqʰ e ⁵³	413		0	?	⁵³	Western Xiangxi		1 7 8	AXT	KE3	11	11.K.C 11.E.V 11.3.T	1.6 3.0 1.0	ⁿqʰe⁵³	0	927
4149	NorthernQiandong-742_carryonshoulder-1	Hmongic		CARRY ON SHOULDER	carry on shoulder		NorthernQiandong	Qiandong, North	nort2747	k i ³⁵	413		567	阴上	³⁵	Northern Qiandong	tɕ i ⁵	1 7 8	AXT	KI2	7	7.K.C 7.I.V 7.2.T	1.6 3.0 1.0	ki³⁵	0	927
4150	WesternBaheng-742_carryonshoulder-1	Hmongic		CARRY ON SHOULDER	carry on shoulder		WesternBaheng	Baheng, West	pahn1237	tɕ o ŋ ³⁵	413		259	阴平	³⁵	Baheng	t æ̃ ⁵	2 7 4 8	AXLT	CUN2	9	9.C.C 9.U.V 9.N.c 9.2.T	1.6 3.0 1.1 1.0	tɕoŋ³⁵	0	930
4151	EasternBaheng-742_carryonshoulder-1	Hmongic		CARRY ON SHOULDER	carry on shoulder		EasternBaheng	Baheng, East	pahn1237	h a ŋ ³¹³	413		259	阴上	³¹³	Baheng	t æ̃ ⁵	3 7 4 8	AXLT	HAN6	2	2.H.C 2.A.V 2.N.c 2.6.T	1.6 3.0 1.1 1.0	haŋ³¹³	0	926
4152	Jiongnai-742_carryonshoulder-1	Hmongic		CARRY ON SHOULDER	carry on shoulder		Jiongnai	Jiongnai	jion1236	ⁿtʃ ui ⁴⁴	413		259	阴平	⁴⁴	Jiongnai	t ã ¹	1 7 8	AXT	TY5	4	4.T.C 4.Y.V 4.5.T	1.6 3.0 1.0	ⁿtʃui⁴⁴	0	925
4153	Mien-742_carryonshoulder-1	Mienic		CARRY ON SHOULDER	carry on shoulder		Mien	Mien	iumi1238	d aː m ³³	413		259	阴平	³³	Mien	d aː m ¹	1 7 4 8	AXLT	TAM4	6	6.T.C 6.A.V 6.M.c 6.4.T	1.6 3.0 1.1 1.0	daːm³³	0	928
4154	KimMun-742_carryonshoulder-1	Mienic		CARRY ON SHOULDER	carry on shoulder		KimMun	Kim Mun	kimm1245	d aː m ³⁵	413		259	平声.清.入声.清.长	³⁵	Kim Mun	d aː m ¹	1 7 4 8	AXLT	TAM2	5	5.T.C 5.A.V 5.M.c 5.2.T	1.6 3.0 1.1 1.0	daːm³⁵	0	928
4155	BiaoMin-742_carryonshoulder-1	Mienic		CARRY ON SHOULDER	carry on shoulder		BiaoMin	Biao Min	biao1254	d j ui ³³	413		259	阴平	³³	Biao Min	d a ¹	1 6 7 8	ACXT	TJY4	1	1.T.C 1.J.C 1.Y.V 1.4.T	1.6 1.2 3.0 1.0	djui³³	0	925
39	WhiteHmong-195_thecat-1			CAT	the cat		WhiteHmong	White Hmong	hmon1333	m i ˧˦/³⁴	1208		0	˧˦	˧˦/³⁴	White Hmong		4 7 8	AXT	MI2	12	12.M.C 12.I.V 12.2.T	1.6 3.0 1.0	mi˧˦/³⁴	0	938
1259	EasternLuobuohe-145_cat-1	Hmongic		CAT	cat		EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + ȵ o ³³	1208		698	? 入	⁰/² ³³	Luopohe	tɕ e n ᴬ/¹	1 7 8 9 4 7 8	AXT_AXT	HA6_NU4	3	3.H.C 3.A.V 3.6.T 3._._ 3.N.C 3.U.V 3.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa⁰/²+ȵo³³	0	941 939
1260	WesternLuobuohe-145_cat-1	Hmongic		CAT	cat		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ȵ o ⁵⁵	1208		698	? 去	⁰/² ⁵⁵	Luopohe	tɕ e n ᴬ/¹	1 7 8 9 4 7 8	AXT_AXT	HE6_NU5	10	10.H.C 10.E.V 10.6.T 10._._ 10.N.C 10.U.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+ȵo⁵⁵	0	941 939
1261	SouthernGuizhouChuanqiandian-145_cat-1	Hmongic		CAT	cat		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	m ɔ ⁴⁴	1208		698	?	⁴⁴	Southern Chuanqiandian	tɕ ei n ¹ᵃ/¹	4 7 8	AXT	MU5	8	8.M.C 8.U.V 8.5.T	1.6 3.0 1.0	mɔ⁴⁴	0	938
1262	WesternXiangxi-145_cat-1	Hmongic		CAT	cat		WesternXiangxi	Xiangxi, West	west2430	t ɑ ³⁵ + m a ŋ ³⁵	1208		698	阴平 阴平	³⁵ ³⁵	Western Xiangxi	k ɑ ŋ ¹	1 7 8 9 4 7 4 8	AXT_AXLT	TA2_MAN2	11	11.T.C 11.A.V 11.2.T 11._._ 11.M.C 11.A.V 11.N.c 11.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tɑ³⁵+maŋ³⁵	0	944 938
1263	NorthernQiandong-145_cat-1	Hmongic		CAT	cat		NorthernQiandong	Qiandong, North	nort2747	p ɛ ³¹	1208		698	阳入	³¹	Northern Qiandong	tɕ a ŋ ¹	1 7 8	AXT	PE3	7	7.P.C 7.E.V 7.3.T	1.6 3.0 1.0	pɛ³¹	0	940
1264	NorthernQiandong-145_cat-2	Hmongic		CAT	cat		NorthernQiandong	Qiandong, North	nort2747	m o ³³	1208		698	阴平	³³	Northern Qiandong	tɕ a ŋ ¹	4 7 8	AXT	MU4	7	7.M.C 7.U.V 7.4.T	1.6 3.0 1.0	mo³³	0	938
1265	WesternBaheng-145_cat-1	Hmongic		CAT	cat		WesternBaheng	Baheng, West	pahn1237	q a ⁰/³ + m ɔ ³⁵	1208		698	? 阴平	⁰/³ ³⁵	Baheng	k õ ¹	1 7 8 9 4 7 8	AXT_AXT	KA6_MU2	9	9.K.C 9.A.V 9.6.T 9._._ 9.M.C 9.U.V 9.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa⁰/³+mɔ³⁵	0	943 938
1266	EasternBaheng-145_cat-1	Hmongic		CAT	cat		EasternBaheng	Baheng, East	pahn1237	ⁿp au ³⁵	1208		698	阴平	³⁵	Baheng	k õ ¹	1 7 8	AXT	PA2	2	2.P.C 2.A.V 2.2.T	1.6 3.0 1.0	ⁿpau³⁵	0	940
1267	Jiongnai-145_cat-1	Hmongic		CAT	cat		Jiongnai	Jiongnai	jion1236	m j au ⁵³	1208		698	阴上	⁵³	Jiongnai	tʃ o ŋ ¹	4 6 7 8	ACXT	MJA3	4	4.M.C 4.J.C 4.A.V 4.3.T	1.6 1.2 3.0 1.0	mjau⁵³	0	938
1268	Mien-145_cat-1	Mienic		CAT	cat		Mien	Mien	iumi1238	p ə ³¹ + l o m ³¹	1208		698	阳平 阳平	³¹ ³¹	Mien	tɕ w a n ¹	1 7 8 9 5 7 4 8	AXT_AXLT	PE3_LUM3	6	6.P.C 6.E.V 6.3.T 6._._ 6.L.C 6.U.V 6.M.c 6.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	pə³¹+lom³¹	0	940 942
1269	KimMun-145_cat-1	Mienic		CAT	cat		KimMun	Kim Mun	kimm1245	m aːu ³³	1208		698	平声.浊	³³	Kim Mun	s a n ¹	4 7 8	AXT	MA4	5	5.M.C 5.A.V 5.4.T	1.6 3.0 1.0	maːu³³	0	938
1270	BiaoMin-145_cat-1	Mienic		CAT	cat		BiaoMin	Biao Min	biao1254	m a ⁴² + ȵ u ³⁵	1208		698	阳上.阳去 阴上	⁴² ³⁵	Biao Min	ȶ w a n ¹	4 7 8 9 4 7 8	AXT_AXT	MA3_NY2	1	1.M.C 1.A.V 1.3.T 1._._ 1.N.C 1.Y.V 1.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ma⁴²+ȵu³⁵	0	938 939
1271	ZaoMin-145_cat-1	Mienic		CAT	cat		ZaoMin	Zao Min	dzao1238	m eu ⁵³	1208		698	阳平	⁵³	Zao Min	ts a n ¹	4 7 8	AXT	ME3	13	13.M.C 13.E.V 13.3.T	1.6 3.0 1.0	meu⁵³	0	938
2063	EasternLuobuohe-289_chaffbran-1	Hmongic		CHAFF (HUSK)	chaff/ bran		EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + s i ⁵⁵	2363		122	? 上	⁰/² ⁵⁵	Luopohe	s i ᴮ/²	1 7 8 9 3 7 8	AXT_AXT	HA6_SI5	3	3.H.C 3.A.V 3.6.T 3._._ 3.S.C 3.I.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa⁰/²+si⁵⁵	0	960 961
2064	WesternLuobuohe-289_chaffbran-1	Hmongic		CHAFF (HUSK)	chaff/ bran		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + s i ⁵⁵	2363		122	? 去	⁰/² ⁵⁵	Luopohe	s i ᴮ/²	1 7 8 9 3 7 8	AXT_AXT	HE6_SI5	10	10.H.C 10.E.V 10.6.T 10._._ 10.S.C 10.I.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+si⁵⁵	0	960 961
2065	SouthernGuizhouChuanqiandian-289_chaffbran-1	Hmongic		CHAFF (HUSK)	chaff/ bran		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s a ³⁵	2363		122	?	³⁵	Southern Chuanqiandian	s a ⁵ᵇ/⁵	3 7 8	AXT	SA2	8	8.S.C 8.A.V 8.2.T	1.6 3.0 1.0	sa³⁵	0	961
2066	WesternXiangxi-289_chaffbran-1	Hmongic		CHAFF (HUSK)	chaff/ bran		WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + s a ⁵³	2363		122	阴平 ?	³⁵ ⁵³	Western Xiangxi	s a ⁵	1 7 8 9 3 7 8	AXT_AXT	KU2_SA3	11	11.K.C 11.U.V 11.2.T 11._._ 11.S.C 11.A.V 11.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo³⁵+sa⁵³	0	963 961
2067	NorthernQiandong-289_chaffbran-1	Hmongic		CHAFF (HUSK)	chaff/ bran		NorthernQiandong	Qiandong, North	nort2747	q a ³³ + fʰ a ⁴⁴	2363		122	阴平 阴去	³³ ⁴⁴	Northern Qiandong	fʰ a ⁵	1 7 8 9 3 7 8	AXT_AXT	KA4_BA5	7	7.K.C 7.A.V 7.4.T 7._._ 7.B.C 7.A.V 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa³³+fʰa⁴⁴	0	963 959
2068	WesternBaheng-289_chaffbran-1	Hmongic		CHAFF (HUSK)	chaff/ bran		WesternBaheng	Baheng, West	pahn1237	q a ⁰/³ + m̥ ei ⁵⁵	2363		122	? 阴去	⁰/³ ⁵⁵	Baheng	m̥ e ⁵	1 7 8 9 4 7 8	AXT_AXT	KA6_ME5	9	9.K.C 9.A.V 9.6.T 9._._ 9.M.C 9.E.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa⁰/³+m̥ei⁵⁵	0	963 962
2069	EasternBaheng-289_chaffbran-1	Hmongic		CHAFF (HUSK)	chaff/ bran		EasternBaheng	Baheng, East	pahn1237	ⁿpʰ e ⁵⁵	2363		122	阴去	⁵⁵	Baheng	m̥ e ⁵	1 7 8	AXT	PE5	2	2.P.C 2.E.V 2.5.T	1.6 3.0 1.0	ⁿpʰe⁵⁵	0	959
2070	Jiongnai-289_chaffbran-1	Hmongic		CHAFF (HUSK)	chaff/ bran		Jiongnai	Jiongnai	jion1236	ʍ ei ³⁵	2363		122	阴去	³⁵	Jiongnai	v̥ ei ⁵	6 7 8	AXT	ME2	4	4.M.C 4.E.V 4.2.T	1.6 3.0 1.0	ʍei³⁵	0	962
2071	Mien-289_chaffbran-1	Mienic		CHAFF (HUSK)	chaff/ bran		Mien	Mien	iumi1238	b j e ⁵⁵	2363		57	阴入	⁵⁵	Mien	b w a ⁷/³	1 6 7 8	ACXT	PJE5	6	6.P.C 6.J.C 6.E.V 6.5.T	1.6 1.2 3.0 1.0	bje⁵⁵	0	959
2072	KimMun-289_chaffbran-1	Mienic		CHAFF (HUSK)	chaff/ bran		KimMun	Kim Mun	kimm1245	b a ¹¹	2363		57	平声.气.入声.气	¹¹	Kim Mun	v a ⁷'/³	1 7 8	AXT	PA1	5	5.P.C 5.A.V 5.1.T	1.6 3.0 1.0	ba¹¹	0	959
2073	BiaoMin-289_chaffbran-1	Mienic		CHAFF (HUSK)	chaff/ bran		BiaoMin	Biao Min	biao1254	b j a ⁵³	2363		57	阴入	⁵³	Biao Min	b j a ⁷/³	1 6 7 8	ACXT	PJA3	1	1.P.C 1.J.C 1.A.V 1.3.T	1.6 1.2 3.0 1.0	bja⁵³	0	959
2074	ZaoMin-289_chaffbran-1	Mienic		CHAFF (HUSK)	chaff/ bran		ZaoMin	Zao Min	dzao1238	b j a ⁴⁴	2363		57	阴平.阳上.阴入	⁴⁴	Zao Min	b j ɛ ⁷/³	1 6 7 8	ACXT	PJA5	13	13.P.C 13.J.C 13.A.V 13.5.T	1.6 1.2 3.0 1.0	bja⁴⁴	0	959
32	WhiteHmong-178_thechicken-1			CHICKEN	the chicken		WhiteHmong	White Hmong	hmon1333	q ai ˥/⁵⁵	1318		764	˥	˥/⁵⁵	White Hmong	q ai ¹	1 7 8	AXT	KA5	12	12.K.C 12.A.V 12.5.T	1.6 3.0 1.0	qai˥/⁵⁵	0	977
1272	EasternLuobuohe-147_chicken-1	Hmongic		CHICKEN	chicken		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + q ɛ ³¹	1318		764	? 平	⁰/⁵ ³¹	Luopohe	q e ᴬ/¹	1 7 8 9 1 7 8	AXT_AXT	KU6_KE3	3	3.K.C 3.U.V 3.6.T 3._._ 3.K.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo⁰/⁵+qɛ³¹	0	978 977
1273	WesternLuobuohe-147_chicken-1	Hmongic		CHICKEN	chicken		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + q e ³¹	1318		764	? 平.上	⁰/² ³¹	Luopohe	q e ᴬ/¹	1 7 8 9 1 7 8	AXT_AXT	HE6_KE3	10	10.H.C 10.E.V 10.6.T 10._._ 10.K.C 10.E.V 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+qe³¹	0	979 977
1274	SouthernGuizhouChuanqiandian-147_chicken-1	Hmongic		CHICKEN	chicken		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	h e ³²	1318		764	?	³²	Southern Chuanqiandian	h e ¹ᵃ/¹	3 7 8	AXT	HE3	8	8.H.C 8.E.V 8.3.T	1.6 3.0 1.0	he³²	0	979
1275	WesternXiangxi-147_chicken-1	Hmongic		CHICKEN	chicken		WesternXiangxi	Xiangxi, West	west2430	t ɑ ³⁵ + q a ³⁵	1318		764	阴平 阴平	³⁵ ³⁵	Western Xiangxi	q a ¹	1 7 8 9 1 7 8	AXT_AXT	TA2_KA2	11	11.T.C 11.A.V 11.2.T 11._._ 11.K.C 11.A.V 11.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɑ³⁵+qa³⁵	0	980 977
1276	NorthernQiandong-147_chicken-1	Hmongic		CHICKEN	chicken		NorthernQiandong	Qiandong, North	nort2747	q ei ³³	1318		764	阴平	³³	Northern Qiandong	q ei ¹	1 7 8	AXT	KE4	7	7.K.C 7.E.V 7.4.T	1.6 3.0 1.0	qei³³	0	977
1277	WesternBaheng-147_chicken-1	Hmongic		CHICKEN	chicken		WesternBaheng	Baheng, West	pahn1237	q e ³⁵	1318		764	阴平	³⁵	Baheng	k ɛ ¹	1 7 8	AXT	KE2	9	9.K.C 9.E.V 9.2.T	1.6 3.0 1.0	qe³⁵	0	977
1278	EasternBaheng-147_chicken-1	Hmongic		CHICKEN	chicken		EasternBaheng	Baheng, East	pahn1237	q ai ³⁵	1318		764	阴平	³⁵	Baheng	k ɛ ¹	1 7 8	AXT	KA2	2	2.K.C 2.A.V 2.2.T	1.6 3.0 1.0	qai³⁵	0	977
1279	Jiongnai-147_chicken-1	Hmongic		CHICKEN	chicken		Jiongnai	Jiongnai	jion1236	k ai ⁴⁴	1318		764	阴平	⁴⁴	Jiongnai	k ai ¹	1 7 8	AXT	KA5	4	4.K.C 4.A.V 4.5.T	1.6 3.0 1.0	kai⁴⁴	0	977
1280	Mien-147_chicken-1	Mienic		CHICKEN	chicken		Mien	Mien	iumi1238	tɕ ai ³³	1318		764	阴平	³³	Mien	tɕ ai ¹	2 7 8	AXT	CA4	6	6.C.C 6.A.V 6.4.T	1.6 3.0 1.0	tɕai³³	0	977
1281	KimMun-147_chicken-1	Mienic		CHICKEN	chicken		KimMun	Kim Mun	kimm1245	tʃ ai ³⁵	1318		764	平声.清.入声.清.长	³⁵	Kim Mun	ȶ ai ¹	1 7 8	AXT	TA2	5	5.T.C 5.A.V 5.2.T	1.6 3.0 1.0	tʃai³⁵	0	977
1282	BiaoMin-147_chicken-1	Mienic		CHICKEN	chicken		BiaoMin	Biao Min	biao1254	tɕ i ³³	1318		764	阴平	³³	Biao Min	k ai ¹	2 7 8	AXT	CI4	1	1.C.C 1.I.V 1.4.T	1.6 3.0 1.0	tɕi³³	0	977
1283	ZaoMin-147_chicken-1	Mienic		CHICKEN	chicken		ZaoMin	Zao Min	dzao1238	k ui ⁴⁴	1318		764	阴平.阳上.阴入	⁴⁴	Zao Min	k u/w i ¹	1 7 8	AXT	KY5	13	13.K.C 13.Y.V 13.5.T	1.6 3.0 1.0	kui⁴⁴	0	977
2694	EasternLuobuohe-452_classifierforbirds-1	Hmongic		CHICKEN (CLASSIFIER)	classifier for birds		EasternLuobuohe	Luobuohe, Eastern	luop1235	z a ŋ ⁵⁵	2081		0	上	⁵⁵	Luopohe		3 7 4 8	AXLT	SAN5	3	3.S.C 3.A.V 3.N.c 3.5.T	1.6 3.0 1.1 1.0	zaŋ⁵⁵	0	996
2695	WesternLuobuohe-452_classifierforbirds-1	Hmongic		CHICKEN (CLASSIFIER)	classifier for birds		WesternLuobuohe	Luobuohe, Western	luop1235	ð ɑ ŋ ⁵⁵	2081		0	去	⁵⁵	Luopohe		3 7 4 8	AXLT	DAN5	10	10.D.C 10.A.V 10.N.c 10.5.T	1.6 3.0 1.1 1.0	ðɑŋ⁵⁵	0	996
2696	SouthernGuizhouChuanqiandian-452_classifierforbirds-1	Hmongic		CHICKEN (CLASSIFIER)	classifier for birds		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	t o ŋ ¹¹	2081		0	?	¹¹	Southern Chuanqiandian		1 7 4 8	AXLT	TUN1	8	8.T.C 8.U.V 8.N.c 8.1.T	1.6 3.0 1.1 1.0	toŋ¹¹	0	996
2697	WesternXiangxi-452_classifierforbirds-1	Hmongic		CHICKEN (CLASSIFIER)	classifier for birds		WesternXiangxi	Xiangxi, West	west2430	ŋ o ŋ ²²	2081		0	?	²²	Western Xiangxi		4 7 4 8	AXLT	NUN1	11	11.N.C 11.U.V 11.N.c 11.1.T	1.6 3.0 1.1 1.0	ŋoŋ²²	0	995
2698	NorthernQiandong-452_classifierforbirds-1	Hmongic		CHICKEN (CLASSIFIER)	classifier for birds		NorthernQiandong	Qiandong, North	nort2747	t ɛ ¹¹	2081		0	阳上	¹¹	Northern Qiandong		1 7 8	AXT	TE1	7	7.T.C 7.E.V 7.1.T	1.6 3.0 1.0	tɛ¹¹	0	994
2699	WesternBaheng-452_classifierforbirds-1	Hmongic		CHICKEN (CLASSIFIER)	classifier for birds		WesternBaheng	Baheng, West	pahn1237	n e ŋ ¹¹	2081		0	阳上	¹¹	Baheng		4 7 4 8	AXLT	NEN1	9	9.N.C 9.E.V 9.N.c 9.1.T	1.6 3.0 1.1 1.0	neŋ¹¹	0	995
2700	EasternBaheng-452_classifierforbirds-1	Hmongic		CHICKEN (CLASSIFIER)	classifier for birds		EasternBaheng	Baheng, East	pahn1237	ŋ̍ */ə ŋ ³³	2081		0	阳平	³³	Baheng		4 7 4 8	AXLT	NEN4	2	2.N.C 2.E.V 2.N.c 2.4.T	1.6 3.0 1.1 1.0	ŋ̍*/əŋ³³	1	995
2701	Jiongnai-452_classifierforbirds-1	Hmongic		CHICKEN (CLASSIFIER)	classifier for birds		Jiongnai	Jiongnai	jion1236	ð a ŋ ³¹	2081		0	阳上	³¹	Jiongnai		3 7 4 8	AXLT	DAN3	4	4.D.C 4.A.V 4.N.c 4.3.T	1.6 3.0 1.1 1.0	ðaŋ³¹	0	996
2702	Mien-452_classifierforbirds-1	Mienic		CHICKEN (CLASSIFIER)	classifier for birds		Mien	Mien	iumi1238	n oː m ³³	2081		0	阴平	³³	Mien		4 7 4 8	AXLT	NUM4	6	6.N.C 6.U.V 6.M.c 6.4.T	1.6 3.0 1.1 1.0	noːm³³	0	997
2703	KimMun-452_classifierforbirds-1	Mienic		CHICKEN (CLASSIFIER)	classifier for birds		KimMun	Kim Mun	kimm1245	ˀt au ³³	2081		487	平声.浊	³³	Kim Mun	s a ⁷'/³	1 7 8	AXT	TA4	5	5.T.C 5.A.V 5.4.T	1.6 3.0 1.0	ˀtau³³	0	994
2704	BiaoMin-452_classifierforbirds-1	Mienic		CHICKEN (CLASSIFIER)	classifier for birds		BiaoMin	Biao Min	biao1254	t au ³¹	2081		487	阳平	³¹	Biao Min	ȶ a ⁷/³	1 7 8	AXT	TA3	1	1.T.C 1.A.V 1.3.T	1.6 3.0 1.0	tau³¹	0	994
2705	ZaoMin-452_classifierforbirds-1	Mienic		CHICKEN (CLASSIFIER)	classifier for birds		ZaoMin	Zao Min	dzao1238	ts a ⁴⁴	2081		487	阴平.阳上.阴入	⁴⁴	Zao Min	ts a ⁷/³	2 7 8	AXT	CA5	13	13.C.C 13.A.V 13.5.T	1.6 3.0 1.0	tsa⁴⁴	0	998
587	EasternLuobuohe-43_child-1	Hmongic		CHILD	child		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + t a ŋ ³¹ + n a ³¹	2099		0	? 平 平	⁰/⁵ ³¹ ³¹	Luopohe		1 7 8 9 1 7 4 8 9 4 7 8	AXT_AXLT_AXT	KU6_TAN3_NA3	3	3.K.C 3.U.V 3.6.T 3._._ 3.T.C 3.A.V 3.N.c 3.3.T 3._._ 3.N.C 3.A.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	qo⁰/⁵+taŋ³¹+na³¹	0	1010 1008 1009
588	WesternLuobuohe-43_child-1	Hmongic		CHILD	child		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + t ɑ ŋ ³¹	2099		0	? 平.上	⁰/² ³¹	Luopohe		1 7 8 9 1 7 4 8	AXT_AXLT	HE6_TAN3	10	10.H.C 10.E.V 10.6.T 10._._ 10.T.C 10.A.V 10.N.c 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ʔə⁰/²+tɑŋ³¹	0	1017 1008
589	SouthernGuizhouChuanqiandian-43_child-1	Hmongic		CHILD	child		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿp a ⁴⁴ + ʑ u ⁵⁵	2099		0	? 阳平.阳入	⁴⁴ ⁵⁵	Southern Chuanqiandian		1 7 8 9 3 7 8	AXT_AXT	PA5_SY5	8	8.P.C 8.A.V 8.5.T 8._._ 8.S.C 8.Y.V 8.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿpa⁴⁴+ʑu⁵⁵	0	1015 1016
590	WesternXiangxi-43_child-1	Hmongic		CHILD	child		WesternXiangxi	Xiangxi, West	west2430	t e ³⁵ + t e ³⁵	2099		0	阴平 阴平	³⁵ ³⁵	Western Xiangxi		1 7 8 9 1 7 8	AXT_AXT	TE2_TE2	11	11.T.C 11.E.V 11.2.T 11._._ 11.T.C 11.E.V 11.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	te³⁵+te³⁵	0	1008 1018
591	NorthernQiandong-43_child-1	Hmongic		CHILD	child		NorthernQiandong	Qiandong, North	nort2747	tɕ i ³³ + t ɛ ³³	2099		0	阴平 阴平	³³ ³³	Northern Qiandong		2 7 8 9 1 7 8	AXT_AXT	CI4_TE4	7	7.C.C 7.I.V 7.4.T 7._._ 7.T.C 7.E.V 7.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕi³³+tɛ³³	0	1014 1008
